page,review_id,company,review_title,employee_role,employee_history,employeer_pros,employeer_cons,employeer_rating,work_life_balance,culture_values,career_opportunities,compensation_and_benefits,senior_management,diversity_inclusion,review_time
12,empReview_33246964, Deutsche Bank,Good,Former Employee - Operations Analyst,I worked at Deutsche Bank full-time,Nice people and opportunity for growth,Company had significant losses so future was uncertain,4,NA,NA,NA,NA,NA,NA,NA
12,empReview_33113101, Deutsche Bank,About the same,Current Employee - Director,I have been working at Deutsche Bank full-time,Seems the same as elsewhere in the industry,Seems the same as elsewhere in the industry. Pay is a bit low,4,NA,NA,NA,NA,NA,NA,NA
12,empReview_33319056, Deutsche Bank,So glad I left,Former Employee - Vice President,I worked at Deutsche Bank full-time for more than 5 years,Had some brilliant coworkers that really knows that stuff and try to do the right thing.,"Place is truly dysfunctional like Kim Hammonds said years ago. If you are a woman, you will still struggle to have your voice heard amongst male egos, people who do nothing but play politics and take credit for their team’s work.",2,4,1,1,3,1,NA,NA
12,empReview_33066189, Deutsche Bank,Very Enjoyable,Current Employee - Vice President,I have been working at Deutsche Bank full-time for more than 3 years,Very creative culture and encourages growth for younger employees,Large institution so it can be hard to get things done,4,4,4,4,4,4,NA,NA
12,empReview_33292823, Deutsche Bank,Solid workplace in tough industry,Current Employee - Investment Banking Associate,I have been working at Deutsche Bank full-time for more than 3 years,"Lots of independence at junior levels. Significant room for growth during volatile time for the bank. Depending on group, culture can be quite good for an investment bank.",Highly volatile. Frequent layoffs. Many quit leading to disruption in work productivity,3,3,3,4,3,2,NA,NA
12,empReview_33231342, Deutsche Bank,Job quality is very dependent on team and the work,Current Employee - Associate Software Engineer,I have been working at Deutsche Bank full-time,"Similar to any other service based company In terms of team, work and pay, at least in India. Read DBOI",Similar cons like any other service based company. ;) (Read career stagnancy),3,2,3,2,2,2,NA,NA
12,empReview_32922776, Deutsche Bank,"Great People, Interesting Job",Former Employee - Analyst,I worked at Deutsche Bank full-time for more than a year,The people and leadership style of my direct leadership,Very strict 8-4 or 9-5 hours,4,5,5,4,4,4,NA,NA
12,empReview_33071917, Deutsche Bank,Markets,Former Employee - Summer Analyst,I worked at Deutsche Bank part-time,"Good Name, And wide range of desk",Closing desks and limited openings,3,NA,NA,NA,NA,NA,NA,NA
13,empReview_33052782, Deutsche Bank,Long tenure,Current Employee - Assistant Vice President,I have been working at Deutsche Bank full-time,Flexible work arrangements are available,Some departments still discourage flex arrangements although HR promote it,3,4,2,2,3,2,NA,NA
13,empReview_32810038, Deutsche Bank,Good place to work,Current Employee - Investment Banker,I have been working at Deutsche Bank full-time for more than a year,Good work life balance overall,Ability to move across teams,4,4,4,4,4,4,NA,NA
13,empReview_32999936, Deutsche Bank,Terrible environment. They treat you like you are the maid,Former Employee - Executive Assistant,I worked at Deutsche Bank full-time for more than a year,"Salary Was decent, but 401 is horrible",Low class lady manager and chief of staff,2,4,1,1,3,3,NA,NA
13,empReview_32999594, Deutsche Bank,DB IB Analyst,Current Employee - Investment Banking Analyst,I have been working at Deutsche Bank full-time for more than a year,"Work life balance, global bank, travel, bulge bracket, London training program, full hire offer rate, early promotions","bonus comp, senior managers (MD's), exit opportunities",2,4,3,3,2,3,NA,NA
13,empReview_32746492, Deutsche Bank,Uncertain future/ great work life balance,Current Employee - Associate,I have been working at Deutsche Bank full-time for more than 3 years,Good work life balance and culture,Recent restructuring still taking place,4,NA,NA,NA,NA,NA,NA,NA
13,empReview_32944921, Deutsche Bank,Analyst Experience,Former Employee - Analyst,I worked at Deutsche Bank full-time,Training in London and rotational analyst program,"The organization is struggling, so it's a great learning environment for the right entry-level people, however, there does not seem to be as much mobility within the organization or focus on developing young talent across the bank.",3,NA,NA,NA,NA,NA,NA,NA
13,empReview_32882557, Deutsche Bank,Decent if you work hard and have a good manager,Former Employee - Project Manager,I worked at Deutsche Bank full-time,Room to grow if you work hard,No raises or bonuses unless you’re a favorite,3,NA,NA,NA,NA,NA,NA,NA
13,empReview_32842414, Deutsche Bank,Mixed dependent on group,Current Employee - Assistant Vice President,I have been working at Deutsche Bank full-time for more than 3 years,"Wall St location, decent work-life balance, overall relaxed company culture","So many broken processes , management never act to support change",3,4,3,3,2,2,NA,NA
13,empReview_33146660, Deutsche Bank,Worst Place,Current Employee - Associate,I have been working at Deutsche Bank full-time for less than a year,"Good benefits, other than that nothing","Horrible, inefficient, long hours, weird promotion system",1,1,1,1,4,1,NA,NA
13,empReview_32806498, Deutsche Bank,--,Current Employee - Assistant Vice President,I have been working at Deutsche Bank full-time for more than 3 years,They have a good work life balance,Bonuses are below industry standards.,3,5,4,3,3,3,NA,NA
14,empReview_32529154, Deutsche Bank,"Good experience, long hours",Current Employee - Investment Banking Analyst,I have been working at Deutsche Bank full-time for more than a year,Great experience learning from senior members of deal teams and c-suite client exposure,Long hours and tough personalities,4,NA,NA,NA,NA,NA,NA,NA
14,empReview_32667230, Deutsche Bank,"Tough culture, retreating from US.",Former Employee - Associate,I worked at Deutsche Bank full-time for more than 5 years,"Competitive atmosphere, aggressive turnover provided opportunity for younger generations",Tough culture considering the struggling business of the bank.,3,NA,NA,NA,NA,NA,NA,NA
14,empReview_32546462, Deutsche Bank,"Good People, Poorly Managed",Former Employee - Director,I worked at Deutsche Bank full-time for more than 8 years,Great camaraderie and good brand recognition/on the ground reputation despite a very complex and broken business model.,Employees' fates were determined by macro DB issues as opposed to individual results.,3,3,2,2,3,1,NA,NA
14,empReview_32564641, Deutsche Bank,Collegial but extremely stressful,Former Employee - Director,I worked at Deutsche Bank full-time for more than 10 years,"Very collegial, team oriented approach","Very poor morale because of constantly changing management and strategy, very poor financial results",2,2,3,4,2,1,NA,NA
14,empReview_32324436, Deutsche Bank,Great place to work,"Former Employee - Vice President, Investment Banking",I worked at Deutsche Bank full-time for more than 5 years,"Great projects and deals
Platform to learn and grow
Rewarding performance","Relatively negative press
Long-ish hours",5,4,5,5,4,4,NA,NA
14,empReview_32529534, Deutsche Bank,Good People,Former Employee - Senior Director,I worked at Deutsche Bank full-time for more than 10 years,"Collaborative environment, hard working staff.",Poor performance and too may changes at the top of the house in a short time,3,4,4,4,3,3,NA,NA
14,empReview_32483633, Deutsche Bank,"Excellent benefits, uncertain leadership",Former Employee - Associate,I worked at Deutsche Bank full-time for more than 3 years,"Excellent benefits, well above average PTO","IT environment if far too dependent on outsourcing, knowledgeable people are leaving due to frustration.  Scattergun layoffs.  Management by mutual escalation.",3,3,2,3,5,1,NA,NA
14,empReview_32253122, Deutsche Bank,Good employer,Current Employee - Vice President - Technology,I have been working at Deutsche Bank full-time for more than 8 years,"Experience, good corporate culture, goof work-life balance",It has hard times,4,5,5,3,2,4,NA,NA
14,empReview_32188158, Deutsche Bank,Graduate Analyst Program,Former Employee - Global Transaction Banking Analyst,I worked at Deutsche Bank full-time for more than a year,"Training program in London, rotations, management support",Lots of bureaucracy. Outdated systems and hardware,4,4,4,4,5,4,NA,NA
14,empReview_32389755, Deutsche Bank,"Good atmosphere, but troubled company",Current Employee - Assistant Vice President,I have been working at Deutsche Bank full-time for more than a year,"Good Culture, Involved in the Community, Nice office atmosphere.",Company is troubled and layoffs are planned over the next few years.,3,3,4,4,4,3,NA,NA
15,empReview_32606833, Deutsche Bank,run 4 your life,Former Employee - FX Sales Broker,I worked at Deutsche Bank full-time for more than 3 years,laid back af if you know what u doing,no future for smart dudes,1,4,1,1,2,1,NA,NA
15,empReview_32328996, Deutsche Bank,Good people but not enough,Current Employee - Investment Banking Associate,I have been working at Deutsche Bank full-time for more than 3 years,"Smart people
Good transaction experience
Lean deal teams","Bad IT
Terrible HR
Poor communication from C-level management",3,2,3,5,3,4,NA,NA
15,empReview_32026850, Deutsche Bank,Sales and Trading,Former Employee - Associate,I worked at Deutsche Bank full-time for less than a year,"Intellectually stimulating work
Great teams
Good benefits","Pessimistic environment
Too much negativity around DB",4,5,2,5,5,4,NA,NA
15,empReview_32109886, Deutsche Bank,Moral was low,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time for more than 10 years,Great medical benefits & 16 weeks for  maternity & back up daycare center,28K layoffs in the last 2 years,3,NA,NA,NA,NA,NA,NA,NA
15,empReview_31838973, Deutsche Bank,Good co workers,Former Employee - Associate,I worked at Deutsche Bank full-time for more than a year,Friendly people in the office,Slow moving up career wise,4,5,NA,4,5,NA,NA,NA
15,empReview_31684781, Deutsche Bank,Analyst,Former Employee - Financial Analyst,I worked at Deutsche Bank full-time for more than 3 years,"Great teammates, learned a lot and the work from home option was a plus","No raises due to bank difficulties, upper management doesn’t value employees enough
Lost jobs brought low moral",4,5,3,3,4,1,NA,NA
15,empReview_32051515, Deutsche Bank,Not a good place to work,Current Employee - Human Resources Manager,I have been working at Deutsche Bank full-time for more than 5 years,Their Community involvement is outstanding,Their pay and compensation is significantly behind.,2,3,5,2,1,1,NA,NA
